reihe,ticker,tief,lage,faelle,haelt_1_pct,haelt_1.5_pct,haelt_2_pct,haelt_2.5_pct,haelt_3_pct,median_benoetigt_atr
vix,ADSK,1,normal,35,31.4,34.3,37.1,40.0,40.0,3.89
vix,ADSK,1,unruhig,38,50.0,52.6,60.5,63.2,68.4,1.142
vix,ADSK,2,ruhig,7,14.3,28.6,28.6,28.6,28.6,3.636
vix,ADSK,2,normal,10,30.0,40.0,40.0,40.0,40.0,3.175
vix,ADSK,2,unruhig,17,41.2,52.9,58.8,58.8,64.7,1.432
vix,ADSK,3+,ruhig,2,50.0,50.0,50.0,50.0,50.0,6.354
vix,ADSK,3+,normal,14,42.9,50.0,57.1,64.3,64.3,1.581
vix,ADSK,3+,unruhig,20,45.0,60.0,70.0,75.0,80.0,1.311
vix,AEP,1,ruhig,38,23.7,28.9,31.6,39.5,47.4,3.26
vix,AEP,1,normal,43,30.2,39.5,41.9,53.5,60.5,2.24
vix,AEP,1,unruhig,24,45.8,50.0,54.2,58.3,62.5,1.579
vix,AEP,2,ruhig,10,60.0,60.0,60.0,70.0,80.0,0.609
vix,AEP,2,normal,12,50.0,66.7,66.7,75.0,83.3,0.871
vix,AEP,2,unruhig,11,36.4,45.5,63.6,81.8,81.8,1.526
vix,AEP,3+,ruhig,11,36.4,63.6,63.6,81.8,90.9,1.148
vix,AEP,3+,normal,12,25.0,25.0,50.0,50.0,58.3,2.454
vix,AEP,3+,unruhig,5,80.0,80.0,80.0,80.0,80.0,0.0
vix,AMAT,1,ruhig,35,42.9,45.7,48.6,54.3,60.0,2.274
vix,AMAT,1,normal,60,26.7,36.7,48.3,58.3,61.7,2.079
vix,AMAT,1,unruhig,44,43.2,52.3,56.8,65.9,70.5,1.385
vix,AMAT,2,ruhig,9,44.4,55.6,66.7,77.8,77.8,1.272
vix,AMAT,2,normal,20,35.0,50.0,50.0,55.0,70.0,1.934
vix,AMAT,2,unruhig,24,45.8,50.0,58.3,58.3,62.5,1.309
vix,AMAT,3+,ruhig,1,100.0,100.0,100.0,100.0,100.0,0.504
vix,AMAT,3+,normal,10,40.0,50.0,60.0,70.0,90.0,1.433
vix,AMAT,3+,unruhig,18,27.8,27.8,27.8,38.9,38.9,3.453
vix,AMD,1,ruhig,26,38.5,42.3,46.2,53.8,65.4,2.274
vix,AMD,1,normal,48,37.5,52.1,60.4,66.7,72.9,1.446
vix,AMD,1,unruhig,38,36.8,39.5,44.7,57.9,71.1,2.376
vix,AMD,2,ruhig,7,14.3,14.3,14.3,42.9,57.1,2.968
vix,AMD,2,normal,19,15.8,52.6,57.9,57.9,63.2,1.384
vix,AMD,2,unruhig,15,46.7,53.3,60.0,60.0,80.0,1.466
vix,AMD,3+,ruhig,9,11.1,22.2,33.3,33.3,44.4,3.035
vix,AMD,3+,normal,14,50.0,57.1,64.3,78.6,85.7,1.039
vix,AMD,3+,unruhig,18,55.6,55.6,55.6,77.8,77.8,0.698
vix,AMGN,1,ruhig,28,57.1,64.3,75.0,78.6,78.6,0.596
vix,AMGN,1,normal,34,11.8,17.6,26.5,38.2,47.1,3.089
vix,AMGN,1,unruhig,36,38.9,41.7,50.0,52.8,55.6,1.943
vix,AMGN,2,ruhig,8,25.0,50.0,50.0,62.5,62.5,1.87
vix,AMGN,2,normal,14,35.7,35.7,35.7,42.9,50.0,2.96
vix,AMGN,2,unruhig,16,50.0,50.0,50.0,50.0,56.2,1.719
vix,AMGN,3+,ruhig,10,40.0,70.0,80.0,80.0,80.0,1.191
vix,AMGN,3+,normal,14,28.6,35.7,50.0,64.3,64.3,1.958
vix,AMGN,3+,unruhig,12,41.7,50.0,58.3,66.7,83.3,1.736
vix,AMT,1,ruhig,30,33.3,36.7,43.3,46.7,46.7,3.793
vix,AMT,1,normal,40,10.0,20.0,20.0,30.0,35.0,3.774
vix,AMT,1,unruhig,24,8.3,29.2,41.7,41.7,50.0,3.005
vix,AMT,2,ruhig,11,18.2,18.2,18.2,27.3,27.3,4.757
vix,AMT,2,normal,14,21.4,35.7,35.7,42.9,42.9,4.083
vix,AMT,2,unruhig,17,29.4,35.3,35.3,52.9,64.7,2.473
vix,AMT,3+,ruhig,8,0.0,0.0,0.0,12.5,62.5,2.713
vix,AMT,3+,normal,16,31.2,50.0,62.5,68.8,81.2,1.421
vix,AMT,3+,unruhig,21,33.3,38.1,52.4,61.9,90.5,1.68
vix,AMZN,1,ruhig,43,30.2,32.6,41.9,46.5,48.8,3.05
vix,AMZN,1,normal,45,40.0,55.6,62.2,64.4,68.9,1.392
vix,AMZN,1,unruhig,22,68.2,72.7,72.7,81.8,81.8,0.0
vix,AMZN,2,ruhig,13,61.5,61.5,76.9,76.9,76.9,0.477
vix,AMZN,2,normal,16,43.8,50.0,56.2,56.2,56.2,1.436
vix,AMZN,2,unruhig,10,50.0,60.0,60.0,60.0,70.0,0.771
vix,AMZN,3+,ruhig,4,25.0,25.0,25.0,25.0,25.0,5.441
vix,AMZN,3+,normal,13,38.5,53.8,53.8,53.8,53.8,1.325
vix,AMZN,3+,unruhig,18,44.4,50.0,55.6,61.1,66.7,1.595
vix,ANET,1,ruhig,30,33.3,43.3,50.0,53.3,60.0,1.883
vix,ANET,1,normal,49,32.7,38.8,40.8,53.1,61.2,2.464
vix,ANET,1,unruhig,43,37.2,41.9,44.2,60.5,74.4,2.143
vix,ANET,2,ruhig,8,50.0,62.5,62.5,62.5,87.5,1.107
vix,ANET,2,normal,14,28.6,42.9,57.1,64.3,78.6,1.925
vix,ANET,2,unruhig,17,41.2,58.8,70.6,76.5,88.2,1.445
vix,ANET,3+,ruhig,1,0.0,0.0,0.0,100.0,100.0,2.262
vix,ANET,3+,normal,10,40.0,60.0,70.0,70.0,70.0,1.312
vix,ANET,3+,unruhig,16,25.0,31.2,56.2,62.5,87.5,1.841
vix,APH,1,ruhig,36,38.9,47.2,52.8,52.8,58.3,1.892
vix,APH,1,normal,59,37.3,44.1,47.5,54.2,62.7,2.175
vix,APH,1,unruhig,39,35.9,41.0,51.3,56.4,61.5,1.959
vix,APH,2,ruhig,6,33.3,66.7,66.7,66.7,66.7,1.204
vix,APH,2,normal,18,44.4,50.0,61.1,66.7,66.7,1.646
vix,APH,2,unruhig,18,50.0,50.0,55.6,61.1,66.7,1.48
vix,APH,3+,ruhig,1,100.0,100.0,100.0,100.0,100.0,0.0
vix,APH,3+,normal,5,40.0,60.0,60.0,60.0,80.0,1.236
vix,APH,3+,unruhig,17,29.4,35.3,58.8,88.2,88.2,1.637
vix,APP,1,ruhig,34,50.0,55.9,61.8,64.7,73.5,1.073
vix,APP,1,normal,44,38.6,43.2,52.3,54.5,61.4,1.976
vix,APP,1,unruhig,18,22.2,22.2,27.8,33.3,44.4,4.498
vix,APP,2,ruhig,10,60.0,60.0,60.0,60.0,60.0,0.0
vix,APP,2,normal,11,27.3,36.4,54.5,72.7,72.7,1.695
vix,APP,2,unruhig,15,13.3,20.0,26.7,33.3,40.0,3.327
vix,APP,3+,ruhig,1,100.0,100.0,100.0,100.0,100.0,0.0
vix,APP,3+,normal,10,60.0,60.0,60.0,60.0,70.0,0.411
vix,APP,3+,unruhig,14,42.9,50.0,50.0,50.0,50.0,2.211
vix,ARM,1,ruhig,11,54.5,54.5,72.7,72.7,72.7,0.861
vix,ARM,1,normal,20,20.0,45.0,50.0,60.0,65.0,2.064
vix,ARM,1,unruhig,7,100.0,100.0,100.0,100.0,100.0,0.0
vix,ARM,2,ruhig,2,50.0,50.0,50.0,50.0,50.0,2.507
vix,ARM,2,normal,11,27.3,36.4,36.4,54.5,63.6,2.426
vix,ARM,2,unruhig,1,100.0,100.0,100.0,100.0,100.0,0.0
vix,ARM,3+,normal,3,33.3,33.3,33.3,33.3,33.3,4.423
vix,ARM,3+,unruhig,5,40.0,40.0,40.0,40.0,40.0,3.033
vix,ASML,1,ruhig,42,28.6,35.7,35.7,40.5,47.6,3.224
vix,ASML,1,normal,54,37.0,46.3,55.6,59.3,68.5,1.95
vix,ASML,1,unruhig,40,62.5,62.5,65.0,67.5,72.5,0.38
vix,ASML,2,ruhig,11,18.2,18.2,27.3,36.4,36.4,3.622
vix,ASML,2,normal,17,35.3,47.1,47.1,47.1,47.1,3.237
vix,ASML,2,unruhig,18,33.3,33.3,33.3,50.0,50.0,2.784
vix,ASML,3+,ruhig,2,50.0,100.0,100.0,100.0,100.0,0.539
vix,ASML,3+,normal,10,60.0,60.0,60.0,60.0,60.0,0.952
vix,ASML,3+,unruhig,16,43.8,50.0,56.2,68.8,81.2,1.446
vix,AVGO,1,ruhig,35,45.7,60.0,62.9,74.3,74.3,1.306
vix,AVGO,1,normal,52,38.5,51.9,63.5,65.4,71.2,1.444
vix,AVGO,1,unruhig,39,46.2,56.4,59.0,69.2,76.9,1.164
vix,AVGO,2,ruhig,10,60.0,60.0,70.0,70.0,70.0,0.931
vix,AVGO,2,normal,20,35.0,50.0,60.0,70.0,70.0,1.488
vix,AVGO,2,unruhig,15,53.3,60.0,60.0,60.0,66.7,0.328
vix,AVGO,3+,ruhig,4,50.0,75.0,75.0,75.0,75.0,0.571
vix,AVGO,3+,normal,10,50.0,70.0,90.0,100.0,100.0,0.919
vix,AVGO,3+,unruhig,10,40.0,50.0,70.0,70.0,70.0,1.429
vix,AXON,1,ruhig,27,44.4,55.6,63.0,66.7,70.4,1.295
vix,AXON,1,normal,45,26.7,35.6,42.2,44.4,60.0,2.585
vix,AXON,1,unruhig,36,50.0,50.0,55.6,66.7,69.4,1.317
vix,AXON,2,ruhig,7,42.9,42.9,57.1,57.1,57.1,1.674
vix,AXON,2,normal,16,43.8,50.0,62.5,75.0,75.0,1.549
vix,AXON,2,unruhig,18,50.0,55.6,61.1,61.1,66.7,0.981
vix,AXON,3+,ruhig,6,66.7,66.7,66.7,83.3,83.3,0.353
vix,AXON,3+,normal,9,66.7,66.7,66.7,66.7,77.8,0.542
vix,AXON,3+,unruhig,10,70.0,80.0,80.0,100.0,100.0,0.475
vix,AXP,1,ruhig,37,37.8,40.5,45.9,51.4,54.1,2.45
vix,AXP,1,normal,51,27.5,41.2,51.0,64.7,68.6,1.938
vix,AXP,1,unruhig,39,48.7,61.5,64.1,71.8,71.8,1.008
vix,AXP,2,ruhig,11,36.4,36.4,45.5,45.5,45.5,3.493
vix,AXP,2,normal,19,42.1,57.9,73.7,78.9,84.2,1.335
vix,AXP,2,unruhig,18,55.6,66.7,72.2,72.2,77.8,0.721
vix,AXP,3+,ruhig,2,0.0,0.0,0.0,0.0,0.0,6.699
vix,AXP,3+,normal,9,66.7,66.7,88.9,88.9,88.9,0.161
vix,AXP,3+,unruhig,18,44.4,50.0,66.7,77.8,77.8,1.283
vix,AZN,1,ruhig,42,23.8,33.3,35.7,45.2,50.0,3.095
vix,AZN,1,normal,53,34.0,37.7,39.6,49.1,50.9,2.849
vix,AZN,1,unruhig,38,28.9,36.8,42.1,47.4,52.6,2.805
vix,AZN,2,ruhig,8,25.0,25.0,37.5,37.5,37.5,4.46
vix,AZN,2,normal,25,24.0,24.0,32.0,48.0,52.0,2.555
vix,AZN,2,unruhig,10,40.0,40.0,40.0,40.0,50.0,2.87
vix,AZN,3+,ruhig,8,62.5,62.5,62.5,62.5,62.5,0.354
vix,AZN,3+,normal,12,58.3,58.3,66.7,75.0,83.3,0.55
vix,AZN,3+,unruhig,12,25.0,41.7,50.0,66.7,75.0,2.069
vix,BA,3+,ruhig,3,0.0,0.0,0.0,33.3,33.3,25.26
vix,BABA,1,ruhig,38,42.1,44.7,50.0,57.9,60.5,1.947
vix,BABA,1,normal,42,16.7,19.0,23.8,28.6,38.1,4.51
vix,BABA,1,unruhig,35,40.0,45.7,54.3,57.1,57.1,1.625
vix,BABA,2,ruhig,11,45.5,63.6,63.6,63.6,63.6,1.156
vix,BABA,2,normal,24,33.3,33.3,33.3,37.5,50.0,3.026
vix,BABA,2,unruhig,16,25.0,25.0,37.5,37.5,43.8,3.615
vix,BABA,3+,ruhig,9,55.6,55.6,66.7,77.8,77.8,0.866
vix,BABA,3+,normal,21,28.6,33.3,38.1,47.6,57.1,2.76
vix,BABA,3+,unruhig,27,33.3,40.7,44.4,48.1,48.1,3.782
vix,BAC,1,ruhig,39,33.3,33.3,41.0,43.6,43.6,4.104
vix,BAC,1,normal,46,23.9,34.8,41.3,54.3,58.7,2.186
vix,BAC,1,unruhig,37,40.5,45.9,51.4,54.1,59.5,1.619
vix,BAC,2,ruhig,6,50.0,66.7,66.7,66.7,66.7,0.908
vix,BAC,2,normal,18,22.2,27.8,38.9,50.0,50.0,2.725
vix,BAC,2,unruhig,19,57.9,63.2,63.2,68.4,73.7,0.795
vix,BAC,3+,ruhig,3,0.0,0.0,0.0,0.0,0.0,4.722
vix,BAC,3+,normal,9,44.4,44.4,55.6,55.6,55.6,1.984
vix,BAC,3+,unruhig,19,47.4,57.9,57.9,63.2,63.2,1.062
vix,BBVA,1,ruhig,53,34.0,37.7,41.5,43.4,56.6,2.758
vix,BBVA,1,normal,69,30.4,44.9,49.3,50.7,55.1,2.256
vix,BBVA,1,unruhig,44,50.0,63.6,65.9,72.7,75.0,0.989
vix,BBVA,2,ruhig,13,38.5,38.5,38.5,46.2,61.5,2.545
vix,BBVA,2,normal,21,33.3,52.4,57.1,61.9,71.4,1.23
vix,BBVA,2,unruhig,16,68.8,68.8,68.8,68.8,75.0,0.299
vix,BBVA,3+,ruhig,5,60.0,80.0,80.0,100.0,100.0,0.68
vix,BBVA,3+,normal,8,50.0,50.0,50.0,50.0,62.5,1.72
vix,BBVA,3+,unruhig,18,72.2,72.2,77.8,88.9,88.9,0.079
vix,BHP,1,ruhig,39,23.1,28.2,35.9,41.0,43.6,3.473
vix,BHP,1,normal,60,28.3,31.7,41.7,51.7,61.7,2.362
vix,BHP,1,unruhig,51,43.1,49.0,60.8,62.7,70.6,1.584
vix,BHP,2,ruhig,15,33.3,40.0,46.7,53.3,60.0,2.086
vix,BHP,2,normal,21,33.3,33.3,42.9,47.6,57.1,2.648
vix,BHP,2,unruhig,20,50.0,55.0,65.0,65.0,70.0,1.08
vix,BHP,3+,ruhig,10,10.0,10.0,20.0,30.0,60.0,2.66
vix,BHP,3+,normal,15,33.3,33.3,40.0,46.7,46.7,3.183
vix,BHP,3+,unruhig,17,41.2,47.1,58.8,58.8,76.5,1.504
vix,BIIB,1,ruhig,15,20.0,26.7,26.7,26.7,26.7,4.978
vix,BIIB,1,normal,32,25.0,34.4,37.5,50.0,50.0,2.788
vix,BIIB,1,unruhig,26,30.8,42.3,46.2,57.7,73.1,2.038
vix,BIIB,2,ruhig,10,30.0,30.0,40.0,50.0,50.0,3.399
vix,BIIB,2,normal,8,37.5,37.5,50.0,50.0,50.0,2.708
vix,BIIB,2,unruhig,14,28.6,35.7,42.9,64.3,64.3,2.271
vix,BIIB,3+,ruhig,12,0.0,0.0,0.0,0.0,8.3,4.885
vix,BIIB,3+,normal,15,6.7,6.7,13.3,20.0,26.7,5.442
vix,BIIB,3+,unruhig,13,15.4,15.4,23.1,38.5,53.8,2.935
vix,BKNG,1,ruhig,32,37.5,40.6,40.6,43.8,46.9,3.635
vix,BKNG,1,normal,55,29.1,34.5,38.2,38.2,43.6,3.31
vix,BKNG,1,unruhig,37,43.2,56.8,59.5,64.9,70.3,1.23
vix,BKNG,2,ruhig,9,44.4,44.4,44.4,55.6,55.6,2.154
vix,BKNG,2,normal,17,35.3,35.3,35.3,52.9,58.8,2.338
vix,BKNG,2,unruhig,23,47.8,52.2,56.5,69.6,78.3,1.429
vix,BKNG,3+,ruhig,1,0.0,0.0,0.0,0.0,0.0,4.567
vix,BKNG,3+,normal,11,36.4,54.5,54.5,63.6,63.6,1.468
vix,BKNG,3+,unruhig,17,52.9,76.5,88.2,88.2,88.2,0.709
vix,BKR,1,ruhig,22,31.8,40.9,50.0,59.1,68.2,1.873
vix,BKR,1,normal,39,30.8,33.3,43.6,43.6,53.8,2.85
vix,BKR,1,unruhig,47,40.4,51.1,55.3,63.8,68.1,1.489
vix,BKR,2,ruhig,7,57.1,57.1,57.1,57.1,71.4,0.999
vix,BKR,2,normal,17,29.4,47.1,52.9,58.8,70.6,1.966
vix,BKR,2,unruhig,14,50.0,50.0,50.0,50.0,57.1,1.688
vix,BKR,3+,ruhig,6,33.3,33.3,33.3,33.3,50.0,3.212
vix,BKR,3+,normal,16,43.8,50.0,50.0,62.5,68.8,1.768
vix,BKR,3+,unruhig,9,22.2,33.3,33.3,55.6,55.6,2.476
vix,BLK,1,ruhig,30,33.3,43.3,43.3,46.7,46.7,3.419
vix,BLK,1,normal,51,31.4,39.2,45.1,49.0,49.0,3.081
vix,BLK,1,unruhig,47,61.7,66.0,68.1,70.2,74.5,0.635
vix,BLK,2,ruhig,5,0.0,40.0,40.0,40.0,40.0,6.911
vix,BLK,2,normal,19,31.6,36.8,36.8,42.1,47.4,3.128
vix,BLK,2,unruhig,19,47.4,57.9,57.9,57.9,63.2,1.124
vix,BLK,3+,ruhig,4,0.0,25.0,25.0,25.0,25.0,4.933
vix,BLK,3+,normal,14,35.7,42.9,42.9,50.0,57.1,2.384
vix,BLK,3+,unruhig,19,47.4,47.4,47.4,52.6,52.6,2.101
vix,BMO,1,ruhig,35,28.6,34.3,37.1,37.1,40.0,4.465
vix,BMO,1,normal,54,35.2,48.1,53.7,55.6,61.1,1.757
vix,BMO,1,unruhig,37,37.8,51.4,54.1,67.6,70.3,1.359
vix,BMO,2,ruhig,5,40.0,40.0,40.0,40.0,80.0,2.616
vix,BMO,2,normal,23,47.8,56.5,56.5,56.5,56.5,1.2
vix,BMO,2,unruhig,15,40.0,60.0,66.7,66.7,66.7,1.154
vix,BMO,3+,ruhig,5,0.0,0.0,0.0,20.0,20.0,5.019
vix,BMO,3+,normal,14,28.6,35.7,42.9,50.0,64.3,2.452
vix,BMO,3+,unruhig,17,52.9,58.8,70.6,76.5,76.5,0.88
vix,BMY,1,ruhig,22,36.4,36.4,36.4,54.5,59.1,2.131
vix,BMY,1,normal,48,35.4,41.7,45.8,52.1,54.2,2.415
vix,BMY,1,unruhig,38,36.8,36.8,42.1,57.9,63.2,2.241
vix,BMY,2,ruhig,10,20.0,30.0,30.0,40.0,50.0,4.529
vix,BMY,2,normal,19,31.6,36.8,36.8,42.1,52.6,2.851
vix,BMY,2,unruhig,17,47.1,64.7,70.6,70.6,70.6,1.035
vix,BMY,3+,ruhig,8,25.0,25.0,25.0,25.0,25.0,3.921
vix,BMY,3+,normal,15,26.7,33.3,33.3,46.7,53.3,2.834
vix,BMY,3+,unruhig,15,46.7,60.0,73.3,73.3,80.0,1.061
vix,BNS,1,ruhig,37,27.0,29.7,35.1,43.2,45.9,4.825
vix,BNS,1,normal,51,43.1,47.1,51.0,54.9,58.8,1.744
vix,BNS,1,unruhig,39,48.7,64.1,69.2,74.4,74.4,1.06
vix,BNS,2,ruhig,7,28.6,42.9,42.9,42.9,57.1,2.849
vix,BNS,2,normal,16,12.5,37.5,43.8,50.0,62.5,2.469
vix,BNS,2,unruhig,18,44.4,61.1,61.1,66.7,72.2,1.293
vix,BNS,3+,ruhig,5,20.0,20.0,20.0,40.0,40.0,7.07
vix,BNS,3+,normal,13,30.8,38.5,38.5,38.5,53.8,2.76
vix,BNS,3+,unruhig,21,52.4,52.4,57.1,61.9,71.4,0.94
vix,BNY,1,ruhig,40,50.0,55.0,57.5,65.0,75.0,1.03
vix,BNY,1,normal,59,42.4,47.5,49.2,57.6,59.3,2.009
vix,BNY,1,unruhig,42,40.5,45.2,52.4,54.8,59.5,1.63
vix,BNY,2,ruhig,9,22.2,22.2,33.3,33.3,44.4,3.608
vix,BNY,2,normal,18,44.4,61.1,72.2,77.8,83.3,1.284
vix,BNY,2,unruhig,17,41.2,47.1,52.9,70.6,76.5,1.881
vix,BNY,3+,ruhig,1,100.0,100.0,100.0,100.0,100.0,0.877
vix,BNY,3+,normal,9,88.9,88.9,88.9,88.9,88.9,0.617
vix,BNY,3+,unruhig,17,35.3,47.1,52.9,64.7,76.5,1.787
vix,BP,1,ruhig,35,28.6,34.3,48.6,51.4,51.4,2.043
vix,BP,1,normal,51,19.6,29.4,39.2,47.1,49.0,3.001
vix,BP,1,unruhig,51,39.2,49.0,52.9,54.9,58.8,1.546
vix,BP,2,ruhig,6,33.3,50.0,50.0,50.0,50.0,3.485
vix,BP,2,normal,21,23.8,28.6,33.3,47.6,52.4,2.504
vix,BP,2,unruhig,17,41.2,47.1,47.1,47.1,52.9,2.558
vix,BP,3+,ruhig,13,15.4,23.1,23.1,30.8,38.5,5.05
vix,BP,3+,normal,9,44.4,66.7,66.7,66.7,66.7,1.186
vix,BP,3+,unruhig,21,57.1,57.1,61.9,61.9,71.4,0.196
vix,BRK-B,1,ruhig,33,48.5,51.5,57.6,63.6,63.6,1.308
vix,BRK-B,1,normal,54,38.9,46.3,53.7,61.1,64.8,1.7
vix,BRK-B,1,unruhig,43,51.2,58.1,65.1,76.7,79.1,0.958
vix,BRK-B,2,ruhig,4,75.0,75.0,75.0,100.0,100.0,0.656
vix,BRK-B,2,normal,16,50.0,50.0,62.5,68.8,68.8,1.305
vix,BRK-B,2,unruhig,12,58.3,58.3,58.3,66.7,83.3,0.731
vix,BRK-B,3+,ruhig,1,0.0,0.0,0.0,0.0,0.0,3.797
vix,BRK-B,3+,normal,12,41.7,50.0,50.0,50.0,75.0,1.886
vix,BRK-B,3+,unruhig,17,52.9,58.8,64.7,64.7,70.6,0.476
vix,BTC-USD,1,ruhig,29,27.6,41.4,44.8,48.3,55.2,2.63
vix,BTC-USD,1,normal,36,22.2,33.3,36.1,36.1,44.4,4.03
vix,BTC-USD,1,unruhig,35,60.0,60.0,62.9,65.7,71.4,0.0
vix,BTC-USD,2,ruhig,10,30.0,50.0,50.0,50.0,60.0,1.859
